y,verein,age,mw,datum_mw,x,marker,TM_URL
600000,Kalmar\x20FF,28,\u20AC600Th.,2018-06-20,1529445600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
600000,Kalmar\x20FF,29,\u20AC600Th.,2019-06-28,1561672800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
600000,Kalmar\x20FF,30,\u20AC600Th.,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F3654.png\\x3Flm\\x3D1409382827\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
475000,AS\x20Livorno,30,\u20AC475Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1210_1631009607.png\\x3Flm\\x3D1631009607\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
500000,Mj\u00E4llby\x20AIF,30,\u20AC500Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
500000,Mj\u00E4llby\x20AIF,31,\u20AC500Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2719.png\\x3Flm\\x3D1414431429\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
400000,IFK\x20Norrk\u00F6ping,31,\u20AC400Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
350000,IFK\x20Norrk\u00F6ping,32,\u20AC350Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F2844.png\\x3Flm\\x3D1414431996\\x29'},https://www.transfermarkt.com/viktor-agardius/profil/spieler/115733
50000,Unknown,17,\u20AC50Th.,2012-03-19,1332111600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F75.png\\x3Flm\\x3D1456997316\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
50000,BK\x20H\u00E4cken,18,\u20AC50Th.,2012-09-30,1348956000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1109.png\\x3Flm\\x3D1406273241\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
75000,BK\x20H\u00E4cken,20,\u20AC75Th.,2014-06-26,1403733600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1109.png\\x3Flm\\x3D1406273241\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
200000,BK\x20H\u00E4cken,21,\u20AC200Th.,2015-04-11,1428703200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1109.png\\x3Flm\\x3D1406273241\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
400000,BK\x20H\u00E4cken,21,\u20AC400Th.,2015-06-14,1434232800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1109.png\\x3Flm\\x3D1406273241\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
500000,BK\x20H\u00E4cken,21,\u20AC500Th.,2015-11-29,1448751600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1109.png\\x3Flm\\x3D1406273241\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
500000,BK\x20H\u00E4cken,22,\u20AC500Th.,2016-06-17,1466114400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1109.png\\x3Flm\\x3D1406273241\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
450000,Levski\x20Sofia,22,\u20AC450Th.,2017-01-28,1485558000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F156.png\\x3Flm\\x3D1517128698\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
400000,Levski\x20Sofia,23,\u20AC400Th.,2017-08-23,1503439200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F156.png\\x3Flm\\x3D1517128698\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
600000,Hammarby\x20IF,24,\u20AC600Th.,2018-06-20,1529445600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
800000,Hammarby\x20IF,24,\u20AC800Th.,2019-01-16,1547593200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
800000,Hammarby\x20IF,25,\u20AC800Th.,2019-06-28,1561672800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
1000000,Hammarby\x20IF,25,\u20AC1.00m,2019-11-20,1574204400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
800000,Hammarby\x20IF,26,\u20AC800Th.,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
800000,Hammarby\x20IF,26,\u20AC800Th.,2020-08-05,1596578400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
800000,Hammarby\x20IF,26,\u20AC800Th.,2020-12-10,1607554800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
700000,Hammarby\x20IF,27,\u20AC700Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
600000,Hammarby\x20IF,27,\u20AC600Th.,2021-09-17,1631829600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
600000,Hammarby\x20IF,27,\u20AC600Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/simon-sandberg/profil/spieler/214621
0,Unknown,18,\x2D,2004-10-04,1096840800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F75.png\\x3Flm\\x3D1456997316\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
250000,IFK\x20G\u00F6teborg,20,\u20AC250Th.,2006-02-03,1138921200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801_1604213452.png\\x3Flm\\x3D1604213452\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
675000,IFK\x20G\u00F6teborg,20,\u20AC675Th.,2006-06-21,1150840800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801_1604213452.png\\x3Flm\\x3D1604213452\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1000000,FC\x20Copenhagen,22,\u20AC1.00m,2008-01-17,1200524400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1300000,FC\x20Copenhagen,22,\u20AC1.30m,2008-10-15,1224021600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1500000,FC\x20Copenhagen,23,\u20AC1.50m,2008-12-10,1228863600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2000000,FC\x20Copenhagen,23,\u20AC2.00m,2009-10-14,1255471200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2500000,FC\x20Copenhagen,24,\u20AC2.50m,2010-03-04,1267657200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
3000000,FC\x20Copenhagen,25,\u20AC3.00m,2010-11-22,1290380400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
3000000,FC\x20Copenhagen,25,\u20AC3.00m,2011-06-15,1308088800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F190.png\\x3Flm\\x3D1518117389\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2500000,Borussia\x20M\u00F6nchengladbach,25,\u20AC2.50m,2011-10-18,1318888800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2000000,Borussia\x20M\u00F6nchengladbach,26,\u20AC2.00m,2012-01-23,1327273200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2000000,Borussia\x20M\u00F6nchengladbach,26,\u20AC2.00m,2012-06-29,1340920800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1750000,Borussia\x20M\u00F6nchengladbach,26,\u20AC1.75m,2012-10-23,1350943200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2500000,Borussia\x20M\u00F6nchengladbach,27,\u20AC2.50m,2013-01-13,1358031600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
3000000,Borussia\x20M\u00F6nchengladbach,27,\u20AC3.00m,2013-06-30,1372543200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
4000000,Borussia\x20M\u00F6nchengladbach,28,\u20AC4.00m,2014-02-12,1392159600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
4000000,Borussia\x20M\u00F6nchengladbach,28,\u20AC4.00m,2014-07-10,1404943200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
3000000,Borussia\x20M\u00F6nchengladbach,29,\u20AC3.00m,2015-02-04,1423004400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
4000000,Borussia\x20M\u00F6nchengladbach,29,\u20AC4.00m,2015-07-01,1435701600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
4500000,Borussia\x20M\u00F6nchengladbach,30,\u20AC4.50m,2016-02-15,1455490800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
4500000,Borussia\x20M\u00F6nchengladbach,30,\u20AC4.50m,2016-07-22,1469138400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
3500000,Borussia\x20M\u00F6nchengladbach,31,\u20AC3.50m,2017-02-07,1486422000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
3000000,Borussia\x20M\u00F6nchengladbach,31,\u20AC3.00m,2017-06-19,1497823200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2500000,Borussia\x20M\u00F6nchengladbach,32,\u20AC2.50m,2017-12-28,1514415600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2500000,Borussia\x20M\u00F6nchengladbach,32,\u20AC2.50m,2018-06-05,1528149600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2000000,Borussia\x20M\u00F6nchengladbach,33,\u20AC2.00m,2018-12-18,1545087600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
2000000,Borussia\x20M\u00F6nchengladbach,33,\u20AC2.00m,2019-06-05,1559685600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1500000,Borussia\x20M\u00F6nchengladbach,34,\u20AC1.50m,2019-12-17,1576537200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1200000,Borussia\x20M\u00F6nchengladbach,34,\u20AC1.20m,2020-04-08,1586296800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
1000000,Borussia\x20M\u00F6nchengladbach,35,\u20AC1.00m,2021-02-10,1612911600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
600000,Borussia\x20M\u00F6nchengladbach,35,\u20AC600Th.,2021-06-09,1623189600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F18.png\\x3Flm\\x3D1483890536\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
600000,IFK\x20G\u00F6teborg,36,\u20AC600Th.,2021-12-17,1639695600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F801.png\\x3Flm\\x3D1604213475\\x29'},https://www.transfermarkt.com/oscar-wendt/profil/spieler/19305
125000,Assyriska\x20FF,17,\u20AC125Th.,2008-12-08,1228690800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
320000,Assyriska\x20FF,18,\u20AC320Th.,2009-04-13,1239573600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
350000,Assyriska\x20FF,18,\u20AC350Th.,2009-06-21,1245535200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
250000,Assyriska\x20FF,18,\u20AC250Th.,2010-02-16,1266274800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
250000,Assyriska\x20FF,19,\u20AC250Th.,2010-08-01,1280613600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
250000,Assyriska\x20FF,21,\u20AC250Th.,2012-08-11,1344636000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F4380.png\\x3Flm\\x3D1461966190\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
175000,Hammarby\x20IF,22,\u20AC175Th.,2013-07-22,1374444000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
200000,Hammarby\x20IF,23,\u20AC200Th.,2014-03-31,1396216800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
150000,Hammarby\x20IF,23,\u20AC150Th.,2014-07-28,1406498400000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
175000,Hammarby\x20IF,23,\u20AC175Th.,2014-11-15,1416006000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
250000,Hammarby\x20IF,24,\u20AC250Th.,2015-04-11,1428703200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
450000,Hammarby\x20IF,24,\u20AC450Th.,2015-06-14,1434232800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1059.png\\x3Flm\\x3D1420188123\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
450000,G\u00F6ztepe,24,\u20AC450Th.,2016-01-04,1451862000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1467.png\\x3Flm\\x3D1441199242\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
200000,G\u00F6ztepe,25,\u20AC200Th.,2016-07-14,1468447200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1467.png\\x3Flm\\x3D1441199242\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
400000,\u00D6rebro\x20SK,25,\u20AC400Th.,2016-12-11,1481410800000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
400000,\u00D6rebro\x20SK,26,\u20AC400Th.,2017-06-20,1497909600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
800000,\u00D6rebro\x20SK,26,\u20AC800Th.,2017-11-17,1510873200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
1000000,\u00D6rebro\x20SK,27,\u20AC1.00m,2018-06-20,1529445600000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
1000000,\u00D6rebro\x20SK,27,\u20AC1.00m,2018-11-22,1542841200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F1056.png\\x3Flm\\x3D1414431756\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
1000000,Al\x2DFayha\x20FC,28,\u20AC1.00m,2019-06-01,1559340000000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F50531.png\\x3Flm\\x3D1625520495\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
600000,Pafos\x20FC,28,\u20AC600Th.,2020-01-06,1578265200000,{'symbol': 'url\\x28https\\x3A\\x2F\\x2Ftmssl.akamaized.net\\x2Fimages\\x2Fwappen\\x2Fverysmall\\x2F45457.png\\x3Flm\\x3D1534711579\\x29'},https://www.transfermarkt.com/nahir-besara/profil/spieler/81755
